bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,Learning analytics dashboards are increasingly becoming about learning and not just analytics - A systematic review,"Paulsen, Lucas and Lindsay, Euan",Education and Information Technologies,2024,Eric,14279--14308,29,"This systematic review explores the emerging themes in the design and implementation of student-facing learning analytics dashboards in higher education. Learning Analytics has long been criticised for focusing too much on the analytics, and not enough on the learning. The review is then guided by an interest in whether these dashboards are still primarily analytics-driven or if they have become pedagogically informed over time. By mapping the identified themes of technological maturity, informing frameworks, affordances, data sources, and analytical levels over publications per year, the review identifies an emerging trajectory towards student-focused dashboards. These dashboards are informed by theory-oriented frameworks, designed to incorporate affordances that supporting student learning, and realised through integration of more than just activity data from learning management systems -- allowing the dashboards to better support students' learnings processes. Based on this emerging trajectory, the review provides a series of design recommendations for student-focused dashboards that are connected to learning sciences as well as analytics.",,,,,,"Affordances, College Students, Educational Technology, Learning Analytics, Learning Management Systems, Learning Processes, Student Centered Learning",,1573-7608,English,ERIC Number: EJ1437394,,"45598,5934837963","45619,9665972222",thiagogomesverissimo,thiagogomesverissimo,Accepted,
,Hybrid modelling for remote process monitoring and optimisation,Anuar Hamid and Anton Heryanto Hasan and Siti Nurfaqihah Azhari and Zalina Harun and Zulfan A. Putra,Digital Chemical Engineering,2022,Elsevier Science Direct,100044,4,"Process simulation is used to develop a digital twin representation of chemical processes typically for process optimization or what-if scenarios. However, it is known to be computationally expensive and there is an increasing need for process remote monitoring and optimization. This is where machine learning models shine, where they can run up to several orders of magnitude faster than their equivalent first principle process simulation models. Most of the previous work in this area tend to demonstrate the ability of machine learning models to accurately capture complex, non-linear relationships between process parameters in various chemical processes. Two important aspects are rarely discussed, namely the construction of machine learning models using operating data and the deployment of these models. In this paper, we address these two aspects and review the different information silos in industrial settings that need to be considered when working with hybrid models (combining process simulation and machine learning). This is illustrated by a case study for an operating natural gas dehydration unit, covering data management, process simulation, machine learning and visualization. We demonstrate how the hybrid models can be constructed and packaged as an online monitoring and a prediction dashboard. Several unique challenges are also highlighted including the reliability of field data and operational deviations due to operability and controllability - all of which need to be understood in order to successfully translate operating systems to process simulation and machine learning models that are reliable and accurate. While the exact implementation may vary from project to project, the current work serves as an example and highlights the important considerations to make when working with such systems.",,https://doi.org/10.1016/j.dche.2022.100044,https://www.sciencedirect.com/science/article/pii/S2772508122000333,,,"First principle modeling, Machine learning, Digital process engineering, Process modeling, Process simulation, Process optimization, Multi objective optimization, Dehydration unit, Natural gas, Water dew point, Reboiler duty",,2772-5081,,,"Não é um revisão sistemática, nem um estudo primário sobre LAD","45598,5881365741","45598,6096759259",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Understanding learning at a glance: an overview of learning dashboard studies,"Schwendimann, Beat A. and Rodr\'{\i}guez-Triana, Mar\'{\i}a Jes\'{u}s and Vozniuk, Andrii and Prieto, Luis P. and Boroujeni, Mina Shirvani and Holzer, Adrian and Gillet, Denis and Dillenbourg, Pierre",,2016,ACM Digital Library ,532–533,,"Research on learning dashboards aims to identify what data is meaningful to different stakeholders in education, and how data can be presented to support sense-making processes. This paper summarizes the main outcomes of a systematic literature review on learning dashboards, in the fields of Learning Analytics and Educational Data Mining. The query was run in five main academic databases and enriched with papers coming from GScholar, resulting in 346 papers out of which 55 were included in the final analysis. Our review distinguishes different kinds of research studies as well as different aspects of learning dashboards and their maturity in terms of evaluation. As the research field is still relatively young, many of the studies are exploratory and proof-of-concept. Among the main open issues and future lines of work in the area of learning dashboards, we identify the need for longitudinal research in authentic settings, as well as studies that systematically compare different dashboard design options.",,10.1145/2883851.2883930,https://doi.org/10.1145/2883851.2883930,,,"dashboards, educational data mining, information visualization, learning analytics, systematic review",Association for Computing Machinery,,,,"É uma revisão sistemática em LAD, porém com mais de 5 anos","45598,5887384259","45598,6088888889",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,ASH Research Collaborative: a real-world data infrastructure to support real-world evidence development and learning healthcare systems in hematology,William A. Wood and Peter Marks and Robert M. Plovnick and Kathleen Hewitt and Donna S. Neuberg and Sam Walters and Brendan K. Dolan and Emily A. Tucker and Charles S. Abrams and Alexis A. Thompson and Kenneth C. Anderson and Paul Kluetz and Ann Farrell and Donna Rivera and Matthew Gertzog and Gregory Pappas,Blood Advances,2021,Elsevier Science Direct,5429-5438,5,"Abstract
The ASH Research Collaborative is a nonprofit organization established through the American Society of Hematology's commitment to patients with hematologic conditions and the science that informs clinical care and future therapies. The ASH Research Collaborative houses 2 major initiatives: (1) the Data Hub and (2) the Clinical Trials Network (CTN). The Data Hub is a program for hematologic diseases in which networks of clinical care delivery sites are developed in specific disease areas, with individual patient data contributed through electronic health record (EHR) integration, direct data entry through electronic data capture, and external data sources. Disease-specific data models are constructed so that data can be assembled into analytic datasets and used to enhance clinical care through dashboards and other mechanisms. Initial models have been built in multiple myeloma (MM) and sickle cell disease (SCD) using the Observational Medical Outcomes Partnership (OMOP) Common Data Model (CDM) and Fast Healthcare Interoperability Resources (FHIR) standards. The Data Hub also provides a framework for development of disease-specific learning communities (LC) and testing of health care delivery strategies. The ASH Research Collaborative SCD CTN is a clinical trials accelerator that creates efficiencies in the execution of multicenter clinical trials and has been initially developed for SCD. Both components are operational, with the Data Hub actively aggregating source data and the SCD CTN reviewing study candidates. This manuscript describes processes involved in developing core features of the ASH Research Collaborative to inform the stakeholder community in preparation for expansion to additional disease areas.",,https://doi.org/10.1182/bloodadvances.2021005902,https://www.sciencedirect.com/science/article/pii/S2473952921007606,,,,,2473-9529,,,"Não é um revisão sistemática, nem um estudo primário sobre LAD","45598,5881365741","45598,6059722222",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,A survey on automatic infographics and visualization recommendations,Sujia Zhu and Guodao Sun and Qi Jiang and Meng Zha and Ronghua Liang,Visual Informatics,2020,Elsevier Science Direct,24-40,4,"Automatic infographics generators employ machine learning algorithms/user-defined rules and visual embellishments into the creation of infographics. It is an emerging topic in the field of information visualization that has requirements in many sectors, such as dashboard design, data analysis, and visualization recommendation. The growing popularity of visual analytics in recent years brings increased attention to automatic infographics. This creates the need for a broad survey that reviews and assesses the significant advances in this field. Automatic tools aim to lower the barrier for visually analyzing data by automatically generating visualizations for analysts to search and make a choice, instead of manually specifying. This survey reviews and classifies automatic tools and papers of visualization recommendations into a set of application categories including network-graph visualizations, annotation visualizations, and storytelling visualization. More importantly, this report presents several challenges and promising directions for future work in the field of automatic infographics and visualization recommendations.",,https://doi.org/10.1016/j.visinf.2020.07.002,https://www.sciencedirect.com/science/article/pii/S2468502X20300292,,,"Automatic visualization, Data-driven, Knowledge-based, Machine learning, Visual embellishments",,2468-502X,,,É um estudo primário não relacionado a Learning Analytics ou LAD,"45598,5881365741","45598,5972222222",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Lessons Learned from Nanbar Health: Developing a Multi-System Software Suite for Predictive Algorithms and Remote Monitoring for People Living with Sickle Cell Disease,Arvind Mallikarjunan and Elizabeth Hensley and Abhinav Gundala and Jhana Parikh and Olivia Fernandez and Kumar Utkarsh and Caroline Vuong and Shannon Ford and Nirmish Shah,Blood,2023,Elsevier Science Direct,5308,142,"Background: Sickle cell disease (SCD) is a genetic disorder that alters the shape of red blood cells, leading to significant complications and requiring highly complex care. Efforts often focus on prevention and early diagnosis of pain to improve outcomes for those with SCD. Remote monitoring (RPM) and predictive algorithms has grown exponentially in the last decade as a support tool for managing chronic diseases like heart failure and diabetes. Implementing similar technology for SCD care could improve patient outcomes through early detection of complications and providing physicians with longitudinal data to support clinical decisions. Our team previously used mobile health (mHealth) as RPM in this population and developed a machine learning algorithm to predict pain scores with 86% accuracy. Here, we describe the development process for the Nanbar Health software alongside the lessons learned from its development. Objectives: Describe the methods necessary to build a comprehensive mHealth remote monitoring system (Nanbar Health) that facilitates SCD health management.Develop a set of lessons for other developers when building a remote monitoring software suite. Methods: Nanbar Health's development process has taken 2 years. First, our team reviewed feedback and “bug” reports from patients and providers of other mobile applications our team built at Duke University. Using the feedback collected an user-interface (UI) interface (mock-ups) was created for the Nanbar Health mobile app using Figma. These mock-ups were then shown to healthcare providers with expertise in caring for individuals with SCD for feedback. Upon approval of mock-ups, our team developed the mobile application using Swift and Apple HealthKit. The team also built a physician-facing dashboard using React, NodeJS, and Python. The backend software for this system utilized Docker containers mounted on AWS EC2 instances, a Parse server, MongoDB and PostgreSQL databases, and Nginx for deployment and load balancing. Next, the dashboard was reviewed by medical providers for feedback. The analytics portion of the dashboard processed data in Python backend scripts and interactive visualizations were built using the Plotly library in NodeJS. The analytics portion of the tool is currently being reviewed for feedback. Throughout the process of developing and piloting the Nanbar Health Software, our team identified several challenges. These challenges were collected into a comprehensive index named, “Lessons Learned”. Results: The lessons learned include: 1. Overall Gain user feedback and place yourself in the shoes of the user: At every step of your software's development ensure you are continuously getting feedback from your users. 2. Mobile Application Engagement is key to acquiring good data: Ensure your team uses a variety of methods methods to engage your users.No mobile app is one size fits all, but one app can customize to all: The development team should create re-usable, dynamic components wherever possible. 3. Provider Dashboard Testing to build: Developers should build a user interface that is easy to run and test as a “pseudo-user” while they are building it, making it easier for the developer to understand the user experience and build a user-friendly application.Building to test: Plan for beta testers from the beginning and ensure that they have access to continuously-updated and fake but realistic data. 4. Network Analysis Complex analytics are computationally demanding - Advanced analytical tools incur more complications when incorporated into a High-Usage SystemFor heavy data processing, go serverless - Isolating heavy data processing from the rest of the application saves tremendous time and money. 5. Research and Operations Don't cry over spilt code: Mistakes and bugs are part of the process when developing any software, and part of the research process.Lack of engagement is not a reason for disappointment, but rather an opportunity for growth and imp",,https://doi.org/10.1182/blood-2023-188977,https://www.sciencedirect.com/science/article/pii/S0006497123119094,,,,,0006-4971,,65th ASH Annual Meeting Abstracts,"Não é um revisão sistemática, nem um estudo primário sobre LAD","45598,5881365741","45598,6099537037",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Visualizations and Dashboards for Learning Analytics: A Systematic Literature Review,"Şahi̇n, Muhittin and Ifenthaler, Dirk",,2021,OpenAlex,3--22,,"The purpose of this chapter is to present a summary of the dashboard and visualization studies carried out within the scope of learning analytics. Learning analytics dashboards are customizable control panels displaying personalized learning analytics features which adapt to the learning process in real time. Seventy six studies were selected as the primary studies. These studies consist of journal articles and conference papers. Detailed information about the conferences and journals of these papers is presented. Categories were determined which consist of (1) keywords, (2) stakeholders (target group) and year, (3) study group (participants), (4) visualization techniques, (5) method, (6) data collection tools, (7) variables, and (8) theoretical background. The findings of the eight categories are presented and discussed.",Book Section,10.1007/978-3-030-81222-5\_1,https://doi.org/10.1007/978-3-030-81222-5\_1,,,Dashboard | Scope (computer science) | Learning Analytics | Data-driven Education | Educational Data Mining | Cultural analytics,Springer International Publishing,2662-2122,,,,"45588,9518055556","45597,8140162037",thiagogomesverissimo,thiagogomesverissimo,Accepted,
,Perceiving Learning at a Glance: A Systematic Literature Review ofLearning Dashboard Research,"Schwendimann, Beat A. and Rodriguez-Triana, Maria Jesus and Vozniuk,Andrii and Prieto, Luis P. and Boroujeni, Mina Shirvani and Holzer,Adrian and Gillet, Denis and Dillenbourg, Pierre",IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES,2017,Web of Science,30-41,10,"This paper presents a systematic literature review of the
state-of-the-art of research on learning dashboards in the fields of
Learning Analytics and EducationalDataMining. Research on learning
dashboards aims to identify what data ismeaningful to different
stakeholders and how data can be presented to support sense-making
processes. Learning dashboards are becoming popular due to the increased
use of educational technologies, such as LearningManagement Systems
(LMS) andMassive Open OnlineCourses (MOOCs). The initial search of
fivemain academic databases and GScholar resulted in 346 papers out
ofwhich 55 papers were included in the final analysis. Our review
distinguishes different kinds of research studies aswell as various
aspects of learning dashboards and theirmaturity regarding evaluation.
As the research field is still relatively young, most studies are
exploratory and proof-of-concept. The review concludes by offering a
definition for learning dashboards and by outlining open issues and
future lines ofwork in the area of learning dashboards. There is a need
for longitudinal research in authentic settings and studies that
systematically compare different dashboard designs.",Article,10.1109/TLT.2016.2599522,,"Schwendimann, BA (Corresponding Author), Ecole Polytech Fed Lausanne, CHILI Lab, CH-1015 Lausanne, Switzerland.Schwendimann, Beat A.; Prieto, Luis P.; Boroujeni, Mina Shirvani; Dillenbourg, Pierre, Ecole Polytech Fed Lausanne, CHILI Lab, CH-1015 Lausanne, Switzerland.Rodriguez-Triana, Maria Jesus; Vozniuk, Andrii; Holzer, Adrian; Gillet, Denis, Ecole Polytech Fed Lausanne, REACT Lab, CH-1015 Lausanne, Switzerland.",,Learning analytics; educational data mining; information visualization;dashboards; systematic review,IEEE COMPUTER SOC,1939-1382,English,,"É uma revisão sistemática em LAD, porém com mais de 5 anos","45588,952037037","45597,803912037",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,"Integrating Assessment, Feedback, and Learning Analytics in Educational Games","Chaudy, Yaëlle and Connolly, Thomas",,2021,OpenAlex,1803--1846,,"Assessment is a crucial aspect of any teaching and learning process. New tools such as educational games offer promising advantages: they can personalize feedback to students and save educators time by automating the assessment process. However, while many teachers agree that educational games increase motivation, learning, and retention, few are ready to fully trust them as an assessment tool. A likely reason behind this lack of trust is that educational games are distributed as black boxes, unmodifiable by educators and not providing enough insight about the gameplay. This chapter presents three systematic literature reviews looking into the integration of assessment, feedback, and learning analytics in educational games. It then proposes a framework and present a fully developed engine. The engine is used by both developers and educators. Designed to separate game and assessment, it allows teachers to modify the assessment after distribution and visualize gameplay data via a learning analytics dashboard.",Book Section,10.4018/978-1-6684-3710-0.ch088,https://doi.org/10.4018/978-1-6684-3710-0.ch088,,,Dashboard | Educational game | Educational Games | Learning Analytics | Game-Based Learning | Educational Data Mining | Intelligent Tutoring Systems | Game engine,IGI Global,,,,"Não é um revisão sistemática, nem um estudo primário sobre LAD","45588,9518055556","45595,5177662037",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,CEUR Workshop Proceedings,,CEUR Workshop Proceedings,2019,Engineering Village El Compendex,,2415,The proceedings contain 9 papers. The topics discussed include: application of learning analytics techniques on blended learning environments for university students; using Simva to evaluate serious games and collect game learning analytics data; extending a dashboard metamodel to account for users' characteristics and goals for enhancing personalization; predicting student performance over time. a case study for a blended-learning engineering course; analyzing students’ persistence using an event-based model; a data value chain to support the processing of multimodal evidence in authentic learning scenarios; and predictors and early warning systems in higher education a systematic literature review.<br/>,,,,,,,,16130073,English,,Não é um artigo,"45588,9516203704","45593,0602777778",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Learning Analytics in Supporting Student Agency: A Systematic Review,"Hooshyar, Danial and Tammets, Kairit and Ley, Tobias and Aus, Kati and Kollom, Kaire",Sustainability,2023,OpenAlex,13662--13662,15,"Student agency, or agency for learning, refers to an individual’s ability to act and cause changes during the learning process. Recently, learning analytics (LA) has demonstrated its potential in promoting agency, as it enables students to take an active role in their learning process and supports the development of their self-regulatory skills. Despite the growing interest and potential for supporting student agency, there have yet to be any studies reviewing the extant works dealing with the use of LA in supporting student agency. We systematically reviewed the existing related works in eight major international databases and identified 15 articles. Analysis of these articles revealed that most of the studies aimed to investigate student or educators’ agency experiences, propose design principles for LA, and to a lesser extent, develop LA methods/dashboards to support agency. Of those studies developing LA, none initially explored student agency experiences and then utilized their findings to develop evidence-based LA methods and dashboards for supporting student agency. Moreover, we found that the included articles largely rely on descriptive and diagnostic analytics, paying less attention to predictive analytics and completely overlooking the potential of prescriptive learning analytics in supporting agency. Our findings also shed light on nine key design elements for effective LA support of student agency, including customization, decision-making support, consideration of transparency and privacy, and facilitation of co-design. Surprisingly, we found that no studies have considered the use of LA to support student agency in K–12 education, while higher education has been the focal point of the LA community. Finally, we highlighted the fields of study and data visualization types that the studies mostly targeted and, more importantly, identified eight crucial challenges facing LA in its support of student agency.",Journal Article,10.3390/su151813662,https://doi.org/10.3390/su151813662,,,Learning Analytics | Student Performance Prediction | Student Engagement | Data-driven Education | Online Learning,Multidisciplinary Digital Publishing Institute,2071-1050,,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9518055556","45593,059837963",thiagogomesverissimo,thiagogomesverissimo,Rejected,
